"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",48,"Business travel","Business",273,"1","1","1","1","5","4","5","5","5","5","5","5","5","4",0,52,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",1017,"4","4","4","4","5","5","4","4","4","4","4","5","4","3",68,67,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",2219,"2","2","2","2","2","5","5","5","5","5","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",55,"Business travel","Eco",226,"2","5","5","5","2","2","2","2","3","4","1","5","2","2",0,29,"satisfied"
"Female","Loyal Customer",69,"Personal Travel","Eco",447,"2","3","2","3","1","4","4","3","3","2","3","1","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",3906,"5","5","5","5","2","4","4","5","5","5","5","5","5","4",7,1,"satisfied"
"Female","Loyal Customer",32,"Business travel","Eco",1476,"0","0","0","2","1","0","1","1","1","3","4","2","3","1",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",3721,"0","0","0","3","2","4","5","5","5","5","5","4","5","5",0,0,"satisfied"
"Male","Loyal Customer",47,"Personal Travel","Business",834,"3","4","3","1","3","1","5","4","4","5","5","5","5","5",214,217,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",342,"5","5","5","5","4","4","5","4","4","4","4","5","4","4",46,37,"satisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco",250,"3","4","3","1","4","5","4","2","2","3","2","5","2","3",0,3,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco Plus",183,"3","4","0","2","4","0","4","4","3","4","5","5","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",522,"1","5","5","5","5","4","4","1","1","1","1","1","1","4",21,13,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Eco",177,"4","1","4","4","2","4","2","2","2","5","3","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Personal Travel","Eco",1773,"2","4","3","1","2","3","4","2","2","3","3","1","2","2",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Eco",1053,"3","3","3","3","3","3","3","3","1","3","3","4","4","3",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco",758,"3","4","2","3","5","2","5","5","4","5","4","5","5","5",52,62,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business travel","Business",935,"3","3","3","4","1","3","1","1","3","4","4","5","5","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco",1009,"5","5","5","2","5","5","5","5","5","2","4","3","5","5",123,113,"satisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1276,"1","1","1","4","5","1","5","5","4","4","5","5","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",587,"2","2","2","2","2","5","4","5","5","5","5","4","5","4",0,2,"satisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco Plus",158,"3","5","3","3","3","4","5","1","1","3","1","5","1","3",0,13,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business travel","Eco",1366,"3","3","3","5","5","3","1","5","5","4","5","3","5","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Business",371,"5","0","4","2","2","4","2","2","4","5","5","4","4","2",19,13,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco Plus",287,"5","5","5","5","5","5","5","5","4","3","4","3","3","5",0,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",2586,"2","2","1","2","3","3","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Eco Plus",306,"5","3","3","3","5","1","1","4","4","5","4","2","4","5",9,4,"satisfied"
"Male","disloyal Customer",55,"Business travel","Business",2419,"2","1","1","1","2","2","2","5","5","5","5","2","5","2",1,4,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",690,"2","4","1","1","4","1","4","4","5","5","5","3","4","4",21,8,"neutral or dissatisfied"
"Male","Loyal Customer",22,"Business travel","Eco",641,"4","3","3","3","4","4","3","4","3","2","3","4","3","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Business",283,"1","1","1","3","3","1","1","3","3","2","4","4","4","3",0,6,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Business travel","Business",2843,"3","3","2","3","3","3","3","3","3","5","3","4","4","3",17,26,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",259,"3","5","0","2","4","0","4","4","1","2","3","1","1","4",71,75,"neutral or dissatisfied"
"Female","Loyal Customer",12,"Business travel","Business",733,"3","3","3","3","3","3","3","3","2","3","4","1","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Personal Travel","Eco",495,"3","4","3","2","4","3","4","4","3","4","5","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Eco",307,"1","3","3","3","1","1","1","1","3","5","3","3","4","1",7,5,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Personal Travel","Eco",842,"2","5","2","3","1","2","1","1","4","4","5","4","5","1",2,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",848,"3","3","3","4","2","3","2","2","3","4","3","2","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",280,"2","2","3","2","3","4","3","3","4","2","2","2","4","3",0,0,"satisfied"
"Female","Loyal Customer",51,"Business travel","Eco",1399,"4","3","3","3","4","5","2","4","4","4","4","3","4","2",0,0,"satisfied"
"Male","Loyal Customer",59,"Business travel","Business",1154,"5","5","5","5","4","4","5","5","5","5","5","5","5","3",19,28,"satisfied"
"Male","Loyal Customer",44,"Business travel","Business",1803,"3","3","3","3","5","5","4","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",16,"Personal Travel","Business",334,"2","5","2","1","2","2","2","2","3","5","5","5","5","2",21,26,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",488,"4","1","4","2","5","4","5","5","1","4","1","3","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Business travel","Business",2447,"2","1","1","1","4","2","1","2","2","2","2","2","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",370,"2","2","2","3","1","2","1","1","1","1","3","1","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Business travel","Business",157,"5","5","5","5","1","4","5","4","4","4","4","5","4","1",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",2813,"5","5","5","5","5","5","5","4","4","4","4","3","4","5",0,4,"satisfied"
"Female","Loyal Customer",40,"Business travel","Business",802,"3","3","3","3","4","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","disloyal Customer",37,"Business travel","Eco",1211,"3","2","2","1","4","2","4","4","4","4","3","2","5","4",0,4,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",1521,"3","5","2","3","3","5","5","2","2","2","2","4","2","3",7,0,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business travel","Eco",366,"1","1","1","4","5","1","1","5","3","1","4","2","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",3538,"3","3","3","3","5","5","5","4","4","4","4","3","4","5",1,0,"satisfied"
"Male","Loyal Customer",37,"Business travel","Business",2711,"4","4","4","4","2","4","5","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",9,"Personal Travel","Business",451,"3","4","3","3","2","3","2","2","5","5","4","5","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco Plus",213,"1","3","1","5","4","1","4","4","4","3","2","1","4","4",11,28,"neutral or dissatisfied"
"Female","disloyal Customer",30,"Business travel","Eco",391,"3","4","3","4","4","3","4","4","4","4","2","1","5","4",7,7,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",349,"5","5","5","5","2","5","5","4","4","4","4","4","4","3",15,3,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco",1554,"4","1","1","1","4","4","4","4","3","3","2","2","4","4",0,0,"satisfied"
"Male","Loyal Customer",32,"Business travel","Business",3386,"4","4","4","4","4","4","4","4","3","4","4","4","4","4",0,4,"satisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco Plus",808,"3","1","3","2","3","3","3","3","1","4","2","2","2","3",20,43,"neutral or dissatisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",2422,"3","5","3","3","1","3","1","1","5","4","5","5","4","1",44,52,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Personal Travel","Eco Plus",590,"3","5","3","4","1","3","1","1","5","3","4","5","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",135,"2","2","2","2","2","5","5","5","5","4","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco",405,"0","1","0","3","4","4","3","2","2","0","1","3","2","4",0,0,"satisfied"
"Male","Loyal Customer",34,"Business travel","Business",1124,"2","2","3","2","2","4","4","5","5","5","5","5","5","4",4,0,"satisfied"
"Male","disloyal Customer",38,"Business travel","Eco",328,"3","1","3","4","1","3","3","1","2","2","4","4","3","1",21,20,"neutral or dissatisfied"
"Male","disloyal Customer",29,"Business travel","Eco",580,"2","2","2","3","5","2","5","5","4","5","3","3","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",446,"3","4","3","4","4","3","4","4","3","4","4","4","4","4",11,7,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Business travel","Business",2736,"2","4","4","4","2","2","2","2","4","1","3","1","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",1999,"3","5","3","4","2","3","2","2","4","2","5","3","5","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Business",502,"2","2","2","5","5","2","2","5","4","3","4","4","4","5",53,52,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",141,"1","1","2","1","2","1","2","4","4","4","4","3","4","1",5,10,"satisfied"
"Female","Loyal Customer",21,"Personal Travel","Eco",248,"3","5","3","2","3","3","3","3","5","4","5","3","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",1777,"3","5","5","5","2","3","3","3","3","3","3","4","3","3",45,28,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",861,"3","4","3","1","5","3","5","5","4","5","5","3","4","5",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",1927,"1","5","5","5","3","3","3","1","1","1","1","2","1","1",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",946,"1","1","1","1","4","4","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",182,"3","4","3","3","2","3","2","2","3","4","4","3","5","2",46,35,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",1020,"4","4","4","4","1","3","4","5","5","4","2","2","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",1739,"2","2","2","2","4","4","4","3","3","4","3","5","3","3",31,21,"satisfied"
"Female","Loyal Customer",25,"Business travel","Business",1723,"3","3","3","3","3","2","3","3","1","5","2","2","4","3",59,47,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco Plus",594,"2","1","2","3","1","2","1","1","3","1","4","4","4","1",45,46,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco",802,"2","3","2","2","3","2","3","3","2","2","2","1","2","3",70,62,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Personal Travel","Eco Plus",190,"0","5","0","3","3","4","4","5","5","0","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",30,"Business travel","Business",641,"3","4","4","4","3","3","3","3","3","4","3","3","4","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Business travel","Eco",594,"4","0","4","3","4","4","4","4","5","3","4","5","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Eco",601,"4","5","5","5","4","4","4","4","2","2","2","2","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Eco",308,"4","2","2","2","4","3","4","4","4","3","4","3","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco",421,"4","4","4","4","4","4","4","4","4","1","3","4","3","4",0,6,"satisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco Plus",588,"2","4","2","5","2","4","5","1","1","2","1","3","1","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",16,"Business travel","Eco",236,"3","2","3","4","2","3","4","2","4","1","4","2","4","2",4,13,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",1069,"3","2","2","2","2","3","4","3","3","3","3","1","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Eco Plus",1008,"2","5","5","5","2","2","2","2","5","5","5","4","3","2",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",563,"4","5","4","4","3","4","3","3","5","1","2","1","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",2556,"3","3","3","3","4","4","4","4","2","4","5","4","4","4",6,9,"satisfied"
"Female","disloyal Customer",80,"Business travel","Business",910,"3","3","3","3","4","2","3","3","3","3","2","1","3","3",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",187,"1","1","3","1","5","5","5","5","5","2","5","3","5","5",0,0,"satisfied"
"Male","Loyal Customer",17,"Business travel","Eco",622,"4","1","1","1","4","4","4","4","1","4","2","1","1","4",9,0,"satisfied"
"Male","disloyal Customer",37,"Business travel","Business",802,"2","3","3","3","2","3","3","2","3","4","4","3","5","2",99,101,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Business",275,"3","4","4","1","1","4","1","1","5","2","5","1","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",689,"1","1","0","3","1","0","1","1","1","2","3","4","4","1",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",247,"4","4","4","3","4","4","4","5","5","4","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco Plus",1781,"1","5","1","5","4","1","4","4","5","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",2329,"4","4","4","4","4","4","4","4","2","3","4","4","4","4",6,6,"satisfied"
"Male","disloyal Customer",27,"Business travel","Eco",521,"2","3","3","3","5","3","5","5","1","2","5","2","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Business travel","Business",3764,"3","5","5","5","2","3","2","3","3","3","3","3","3","1",36,33,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Business",783,"2","2","2","2","5","5","5","5","3","4","5","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",862,"2","3","2","4","4","2","4","4","1","1","3","3","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",1695,"2","5","5","5","2","4","3","4","4","4","2","1","4","4",27,31,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco",448,"3","4","3","2","3","3","3","3","3","2","4","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",2120,"3","3","3","3","4","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",387,"1","5","4","3","3","5","4","1","1","4","1","2","1","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Personal Travel","Eco",1188,"4","1","4","4","4","2","4","2","2","4","1","2","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",297,"3","4","3","4","1","4","3","4","4","3","4","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business travel","Business",861,"2","5","5","5","2","2","2","2","3","2","4","1","4","2",0,8,"neutral or dissatisfied"
"Female","disloyal Customer",30,"Business travel","Eco",711,"3","4","4","3","2","4","5","2","4","3","3","3","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",528,"1","5","5","5","3","5","4","5","5","5","3","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",936,"4","4","4","4","4","4","4","4","4","4","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",304,"2","5","2","4","3","2","2","3","3","2","4","4","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",63,"Personal Travel","Eco",911,"3","4","3","3","5","5","4","2","2","3","2","5","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",1105,"1","4","1","4","3","1","3","3","3","3","1","2","1","3",13,5,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",362,"1","2","2","3","5","2","5","5","2","2","4","2","3","5",0,0,"neutral or dissatisfied"
